web-scraper-order,web-scraper-start-url,Url,Url-href,Nama,Usaha Utama,Produk Utama,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan (/tahun),Kebutuhan Pembiayaan Kredit,Nilai Aset yang dapat menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
"1622320174-5459","https://www.bi.go.id/bisaid","Bubur Ayam Dan Miswan Budi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=I6KESi94Y+Ghj9J/Esxd/g==&mp=xI6rAeQkygTAn3Z625IGLg==","Bubur Ayam Dan Miswan Budi","Usaha Utama  : Bubur Ayam Dan Miswan","Produk Utama : Bubur Ayam Dan Miswan","Imam Bonjol RT/RW  18/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN TANJUNG JABUNG BARAT Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 9,50 Juta","Rp. 75,00 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 6,50 Juta","3"
"1622320533-5547","https://www.bi.go.id/bisaid","Warung Mbak Laukah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=aM/2XyWXFBosuhdmgnkSyw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Warung Mbak Laukah","Usaha Utama  : Rumah makan siap saji","Produk Utama : Makanan Dan Minuman","jL. Pakis Tirtosari 3 stand 20 RT/RW  40634 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SURABAYA Provinsi JAWA TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 8,50 Juta","Rp. 160,00 Juta","10 %/Tahun","Rp. 5,04 Juta","Rp. 10,00 Juta","5"
"1622320702-5596","https://www.bi.go.id/bisaid","Rumah Makan Moro Seneng","https://www.bi.go.id/bisaid/bisaid/Detail?pm=+LU5ZTwHFf6TtpuhXQ3NYw==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Rumah Makan Moro Seneng","Usaha Utama  : Rumah Makan","Produk Utama : Makanan Siap Saji","Dusun Cicapar RT/RW  1/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN CIAMIS Provinsi JAWA BARAT 

                                        Telp : - Fax : -","Perorangan","6","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   10,00 %","Sedang","Rp. 183,30 Juta","Rp. 586,60 Juta","30 %/Tahun","Rp. 0,00 Juta","Rp. 159,00 Juta","6"
"1622320115-5440","https://www.bi.go.id/bisaid","Warung Ervina","https://www.bi.go.id/bisaid/bisaid/Detail?pm=MswnMTHWBJbYQEvMNA5CCQ==&mp=5JdvraNzQnzSzI+hC9alEQ==","Warung Ervina","Usaha Utama  : Warung Makan","Produk Utama : Makanan","Soekarno-Hatta No. 23 RT/RW  26/ 

                                        Kelurahan MUARA RAPAK Kecamatan BALIKPAPAN UTARA Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","3","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 985,20 Juta","Rp. 432,00 Juta","- %/Tahun","Rp. 7,50 Juta","Rp. 979,00 Juta","8"
"1622320560-5554","https://www.bi.go.id/bisaid","Toko Maria","https://www.bi.go.id/bisaid/bisaid/Detail?pm=YAvZby/MhdkjIhQEI7bukg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Toko Maria","Usaha Utama  : Rumah Makan","Produk Utama : Makanan & Minuman Ringan","Simpang Belitung No. 5 RT/RW  2/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANJARMASIN Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 26,00 Juta","Rp. 365,00 Juta","20 %/Tahun","Rp. 4,00 Juta","Rp. 250,00 Juta","6"
"1622320230-5478","https://www.bi.go.id/bisaid","RM Pondok Betawi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=S6P1o7FG6oO9hjk4AXcRqQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","RM Pondok Betawi","Usaha Utama  : Dagang makanan dan minuman","Produk Utama : Makanan Betawi & Chinese","Komplek Billy & Moon Depan LPK Aksek Tarakanita RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -","Perorangan","15","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 67,00 Juta","Rp. 600,00 Juta","30 %/Tahun","Rp. 0,00 Juta","Rp. 150,00 Juta","5"
"1622321008-5676","https://www.bi.go.id/bisaid","Sari Laut 76","https://www.bi.go.id/bisaid/bisaid/Detail?pm=8vQ24yLfAtkrQg6JLqQJPg==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Sari Laut 76","Usaha Utama  : Rumah Makan","Produk Utama : Makanan","Ahmad Yani No. 10 RT/RW  4/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 6.074,20 Juta","Rp. 234,60 Juta","5 %/Tahun","Rp. 8,00 Juta","Rp. 168,00 Juta","5"
"1622320194-5466","https://www.bi.go.id/bisaid","Warung Ndeso","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ThGjm4kPPOEKAY0CoKUCxQ==&mp=fOhzApotY5QnAtxxXvjAfA==","Warung Ndeso","Usaha Utama  : Warung Ndeso","Produk Utama : Warung Makan","Pahlawan RT/RW  5/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN REMBANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 93,00 Juta","Rp. 192,00 Juta","20 %/Tahun","Rp. 9,00 Juta","Rp. 4,00 Juta","5"
"1622320684-5592","https://www.bi.go.id/bisaid","Mulia Raso","https://www.bi.go.id/bisaid/bisaid/Detail?pm=jwiz2jS9K1OnOkb6BLH4ng==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Mulia Raso","Usaha Utama  : Warung Makan","Produk Utama : Makanan","Bida Ayu Blok I No. 140 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA B A T A M Provinsi KEPULAUAN RIAU 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Sedang","Rp. 0,00 Juta","Rp. 0,00 Juta","0 %/Tahun","Rp. 5,00 Juta","Rp. 5,00 Juta","7"
"1622320153-5452","https://www.bi.go.id/bisaid","Teh 2 Daun","https://www.bi.go.id/bisaid/bisaid/Detail?pm=MFkC5IDg07HFP1YndI5s3g==&mp=5JdvraNzQnzSzI+hC9alEQ==","Teh 2 Daun","Usaha Utama  : Teh 2 Daun","Produk Utama : Minuman","Prapatan Dalam  RT/RW  13/ 

                                        Kelurahan PRAPATAN Kecamatan BALIKPAPAN KOTA Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 3,80 Juta","Rp. 120,00 Juta","- %/Tahun","Rp. 8,50 Juta","Rp. 20,00 Juta","10"
"1622320993-5671","https://www.bi.go.id/bisaid","Mi Ayam Supiran","https://www.bi.go.id/bisaid/bisaid/Detail?pm=AcjC/2Dm9kWUmNdy/dGtiQ==&mp=fOhzApotY5QnAtxxXvjAfA==","Mi Ayam Supiran","Usaha Utama  : Rumah Makan","Produk Utama : Mi Ayam Dan Bakso","Indra Lara RT/RW  32/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 11,30 Juta","Rp. 180,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 14,00 Juta","5"
"1622320496-5535","https://www.bi.go.id/bisaid","Warung Warni","https://www.bi.go.id/bisaid/bisaid/Detail?pm=FqoBbAmESOTcHcwXuIfR/g==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Warung Warni","Usaha Utama  : Rumah Makan","Produk Utama : Makanan, Minuman, Dan Rokok","Martapura Lama Km.11.5 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJAR Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 10,90 Juta","Rp. 12,00 Juta","60 %/Tahun","Rp. 10,00 Juta","Rp. 0,00 Juta","3"
"1622321011-5677","https://www.bi.go.id/bisaid","Bakso Bibit","https://www.bi.go.id/bisaid/bisaid/Detail?pm=BxNeIWQEEWURdpSMdJeJiw==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Bakso Bibit","Usaha Utama  : Dagang Bakso","Produk Utama : Bakso","Pasar Tridatu RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG TIMUR Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   10,00 %","Sedang","Rp. 14,00 Juta","Rp. 240,00 Juta","10 %/Tahun","Rp. 0,00 Juta","Rp. 166,00 Juta","6"
"1622320301-5501","https://www.bi.go.id/bisaid","Toko Alfian","https://www.bi.go.id/bisaid/bisaid/Detail?pm=KeBuVGvO5NS1dkfiKUIeuQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Toko Alfian","Usaha Utama  : Rumah Makan","Produk Utama : Makanan & Minuman Ringan","Sungai Sipai RT/RW  14/- 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJAR Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 18,00 Juta","Rp. 12,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 8,00 Juta","4"
"1622320705-5597","https://www.bi.go.id/bisaid","Warung Blitar","https://www.bi.go.id/bisaid/bisaid/Detail?pm=pBGNFzmHVkg1WcLzha1YkQ==&mp=fOhzApotY5QnAtxxXvjAfA==","Warung Blitar","Usaha Utama  : Rumah Makan","Produk Utama : Pecel Ayam Dan Soto Ayam","Jend. Sudirman RT/RW  16/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","6","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 68,50 Juta","Rp. 60,00 Juta","0 %/Tahun","Rp. 10,00 Juta","Rp. 270,00 Juta","3"
"1622320984-5668","https://www.bi.go.id/bisaid","Pempek Palembang Cik Noni","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Ju1lJgjtXf9oubBsE49quw==&mp=fOhzApotY5QnAtxxXvjAfA==","Pempek Palembang Cik Noni","Usaha Utama  : Warung Makan","Produk Utama : Empek-empek","Ruhui Rahayu II RT/RW  -/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 4,70 Juta","Rp. 240,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 11,00 Juta","5"
"1622320996-5672","https://www.bi.go.id/bisaid","Es Dawet","https://www.bi.go.id/bisaid/bisaid/Detail?pm=1KcQ+yViSCw8EeIn1gcazg==&mp=fOhzApotY5QnAtxxXvjAfA==","Es Dawet","Usaha Utama  : Warung Minum","Produk Utama : Es Dawet","D. I. Pandjaitan RT/RW  03/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 2,55 Juta","Rp. 144,00 Juta","5 %/Tahun","Rp. 10,00 Juta","Rp. 28,00 Juta","5"
"1622320867-5630","https://www.bi.go.id/bisaid","Bakso Ceker Pak Sutar","https://www.bi.go.id/bisaid/bisaid/Detail?pm=kWzq3l+v4gEuk+0em4c5fg==&mp=fOhzApotY5QnAtxxXvjAfA==","Bakso Ceker Pak Sutar","Usaha Utama  : Bakso Ceker","Produk Utama : Bakso","Pasar Snaken RT/RW  18/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 4,00 Juta","Rp. 252,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 10,00 Juta","4"
"1622320267-5490","https://www.bi.go.id/bisaid","Warung Pecel Mbah Jinah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=lw4EdB0u6XTNMEexQ6VggQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Warung Pecel Mbah Jinah","Usaha Utama  : Warung Makan Nasi Pecel","Produk Utama : Pecel Madiun (siram)","Sukmailang RT/RW  2/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PESAWARAN Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 240,00 Juta","Rp. 9,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 80,00 Juta","5"
"1622320275-5492","https://www.bi.go.id/bisaid","Warung Makan Arfai Indah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=JC1jS9SGYNxqn6kFuSEzbw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Warung Makan Arfai Indah","Usaha Utama  : Warung Makan","Produk Utama : Makanan","Trikora Arfai II RT/RW  3/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN MANOKWARI Provinsi PAPUA BARAT 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 2.375,00 Juta","Rp. 252,00 Juta","40 %/Tahun","Rp. 0,00 Juta","Rp. 350,00 Juta","5"
"1622320469-5529","https://www.bi.go.id/bisaid","Warung Ari","https://www.bi.go.id/bisaid/bisaid/Detail?pm=CYBKxe4ZLJ2Te+Z0Mvmx0A==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Warung Ari","Usaha Utama  : Rumah Makan","Produk Utama : Makanan, Minuman, Dan Rokok","Martapura Lama Km.14 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJAR Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 11,20 Juta","Rp. 12,00 Juta","50 %/Tahun","Rp. 10,00 Juta","Rp. 0,00 Juta","3"
"1622320488-5534","https://www.bi.go.id/bisaid","Kios Maulina","https://www.bi.go.id/bisaid/bisaid/Detail?pm=VsH6Wx5uwoabdHAQ58LmPg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Kios Maulina","Usaha Utama  : Rumah Makan","Produk Utama : Makanan, Minuman, Dan Rokok","Martapura Lama Km.11 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJAR Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 12,50 Juta","Rp. 12,00 Juta","60 %/Tahun","Rp. 10,00 Juta","Rp. 0,00 Juta","3"
"1622320863-5629","https://www.bi.go.id/bisaid","Pentolan Arif","https://www.bi.go.id/bisaid/bisaid/Detail?pm=JcC9AvLIlVWkqlGybg28+Q==&mp=fOhzApotY5QnAtxxXvjAfA==","Pentolan Arif","Usaha Utama  : Pentolan","Produk Utama : Daging Pentol","Snaken RT/RW  04/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 2,50 Juta","Rp. 72,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 9,00 Juta","4"
"1622320180-5461","https://www.bi.go.id/bisaid","Warung Nasi Bukde","https://www.bi.go.id/bisaid/bisaid/Detail?pm=ySir6VELo1L2aaPj2BYDAw==&mp=xI6rAeQkygTAn3Z625IGLg==","Warung Nasi Bukde","Usaha Utama  : Warung Nasi","Produk Utama : Makanan/Nasi","Arah Kampus Stia RT/RW  01/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BUNGO Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 6,00 Juta","Rp. 216,00 Juta","- %/Tahun","Rp. 3,00 Juta","Rp. 10,00 Juta","2"
"1622320484-5533","https://www.bi.go.id/bisaid","Warung Zainudin","https://www.bi.go.id/bisaid/bisaid/Detail?pm=tvFkzt4d+pQ2848PU6xY1Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Warung Zainudin","Usaha Utama  : Rumah Makan","Produk Utama : Makanan, Minuman, Dan Rokok","Martapura Lama Km. 13.5 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJAR Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 10,30 Juta","Rp. 12,00 Juta","20 %/Tahun","Rp. 1,00 Juta","Rp. 0,00 Juta","2"
"1622320748-5607","https://www.bi.go.id/bisaid","Kios Fatimah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=GuKXNAhnRO9BGJX/BTLMRA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Kios Fatimah","Usaha Utama  : Rumah Makan","Produk Utama : Makanan dan minuman ringan","Kelayan B No6 RT/RW  22/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANJARMASIN Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 4,50 Juta","Rp. 109,00 Juta","20 %/Tahun","Rp. 1,00 Juta","Rp. 60,00 Juta","3"
"1622320090-5432","https://www.bi.go.id/bisaid","Cappucino Cincau","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Y8/jCmvFk/eJWribQymUPw==&mp=xI6rAeQkygTAn3Z625IGLg==","Cappucino Cincau","Usaha Utama  : Penjualan Cappucino Cincau","Produk Utama : Cappucino Cincau","Jendral Sudirman RT/RW  01/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN TANJUNG JABUNG BARAT Provinsi JAMBI 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 48,00 Juta","Rp. 40,00 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 40,00 Juta","4"
"1622320409-5518","https://www.bi.go.id/bisaid","Toko Beras  Zaimah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=uIKHcXGDMCtpUExM7bi3tQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Toko Beras  Zaimah","Usaha Utama  : Rumah Makan","Produk Utama : Makanan & Minuman Ringan","Jl. Manarap  Tengah No 39 RT/RW  40544 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJAR Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 13,25 Juta","Rp. 12,00 Juta","50 %/Tahun","Rp. 10,00 Juta","Rp. 158,00 Juta","5"
"1622320761-5611","https://www.bi.go.id/bisaid","Wardiatul Azizah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=pt+GjenCz9QkO2N42VzhWw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Wardiatul Azizah","Usaha Utama  : Pembutan Ikan Bakar","Produk Utama : Ikan Bakar","Kuin Utara  RT/RW  18/03 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANJARMASIN Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 5,75 Juta","Rp. 72,00 Juta","10 %/Tahun","Rp. 2,00 Juta","Rp. 10,00 Juta","4"
"1622320108-5438","https://www.bi.go.id/bisaid","Depot Mie Fitri","https://www.bi.go.id/bisaid/bisaid/Detail?pm=5GmW41DX7OVH7QyHGbxopg==&mp=5JdvraNzQnzSzI+hC9alEQ==","Depot Mie Fitri","Usaha Utama  : Makanan","Produk Utama : Makanan","Soekarno-Hatta No. 29 RT/RW  82/ 

                                        Kelurahan BATU AMPAR Kecamatan BALIKPAPAN UTARA Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","3","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Sedang","Rp. 24,00 Juta","Rp. 360,00 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 16,00 Juta","4"
"1622320201-5468","https://www.bi.go.id/bisaid","Warung Kopi Mawar","https://www.bi.go.id/bisaid/bisaid/Detail?pm=zxa+kSKl+v9ByiQiahYUPQ==&mp=fOhzApotY5QnAtxxXvjAfA==","Warung Kopi Mawar","Usaha Utama  : Warung Minum","Produk Utama : Kopi","Komplek Stasiun Rembang RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN REMBANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 7,00 Juta","Rp. 171,00 Juta","30 %/Tahun","Rp. 8,00 Juta","Rp. 20,00 Juta","4"
"1622320145-5450","https://www.bi.go.id/bisaid","Takasimura","https://www.bi.go.id/bisaid/bisaid/Detail?pm=kyLfdIPby4Rw7d7J8nl4eA==&mp=5JdvraNzQnzSzI+hC9alEQ==","Takasimura","Usaha Utama  : Tahu Bakso","Produk Utama : Tahu Bakso","Milono No. 77 RT/RW  46/ 

                                        Kelurahan KLANDASAN ULU Kecamatan BALIKPAPAN KOTA Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","4","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Tinggi","Rp. 34,93 Juta","Rp. 60,00 Juta","- %/Tahun","Rp. 9,50 Juta","Rp. 10,00 Juta","6"
