web-scraper-order,web-scraper-start-url,Url,Url-href,Nama,Usaha Utama,Produk Utama,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan (/tahun),Kebutuhan Pembiayaan Kredit,Nilai Aset yang dapat menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
"1622314455-4132","https://www.bi.go.id/bisaid","Odd- Green","https://www.bi.go.id/bisaid/bisaid/Detail?pm=1Hj2n/Jw5eLniEFCO+isYw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","","Usaha Utama  :","Produk Utama :","RT/RW   

                                        Kelurahan  Kecamatan  Kabupaten  Provinsi  

                                        Telp :  Fax :","","","","0,00 %","0,00 %","","Rp. 0,00 Juta","Rp. 0,00 Juta","%/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta",""
"1622314762-4236","https://www.bi.go.id/bisaid","Slamet Santoso","https://www.bi.go.id/bisaid/bisaid/Detail?pm=jofvo7Jm1MIKrdBQMA4uOQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Slamet Santoso","Usaha Utama  : Pembuatan Dompet, Sarung Hp","Produk Utama : Dompet, Sarung Hp","Patangpuluhan WB 3 RT/RW  20/04 

                                        Kelurahan - Kecamatan - Kabupaten KOTA YOGYAKARTA Provinsi DI YOGYAKARTA 

                                        Telp : - Fax : -","Perorangan","5","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Tinggi","Rp. 15,70 Juta","Rp. 240,00 Juta","25 %/Tahun","Rp. 3,00 Juta","Rp. 10,00 Juta","4"
"1622315398-4436","https://www.bi.go.id/bisaid","Usaha Kerupuk Jangek Atuak","https://www.bi.go.id/bisaid/bisaid/Detail?pm=1tgr7IqNWxPObqoVSjn4ew==&mp=2BbfzMJpZb2nANZ3GT30ng==","Usaha Kerupuk Jangek Atuak","Usaha Utama  : Kerupuk Jangek","Produk Utama : Kerupuk Jangek","Jl. Tan Malaka KM 23 RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LIMA PULUH KOTA Provinsi SUMATERA BARAT 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   70,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %","Tinggi","Rp. 97,00 Juta","Rp. 291,60 Juta","25 %/Tahun","Rp. 3,75 Juta","Rp. 754,00 Juta","6"
"1622317326-5038","https://www.bi.go.id/bisaid","Anwar Collection","https://www.bi.go.id/bisaid/bisaid/Detail?pm=1TnDeQvh+fIy3Qllr1VNnw==&mp=2BbfzMJpZb2nANZ3GT30ng==","Anwar Collection","Usaha Utama  : Kaos","Produk Utama : Kaos","Jl Wonosari RT/RW  40636 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN KEBUMEN Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","3","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tinggi","Rp. 40,00 Juta","Rp. 116,00 Juta","5 %/Tahun","Rp. 8,00 Juta","Rp. 33,00 Juta","4"
"1622317294-5028","https://www.bi.go.id/bisaid","Kerajina Eceng Gondok Rama 21","https://www.bi.go.id/bisaid/bisaid/Detail?pm=9+ohnTKa1i3XqdFOM2jxug==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Kerajina Eceng Gondok Rama 21","Usaha Utama  : Kerajinan Eceng Gondok","Produk Utama : Tas, Sandal, Bantal","Ikan Mas No.21 RT/RW  17/07 

                                        Kelurahan - Kecamatan - Kabupaten KOTA METRO Provinsi LAMPUNG 

                                        Telp : (0725) 47223 Fax : -","Perorangan","3","Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 212,75 Juta","Rp. 21,00 Juta","15 %/Tahun","Rp. 9,00 Juta","Rp. 200,00 Juta","4"
"1622317153-4986","https://www.bi.go.id/bisaid","Sidodadi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=zSG9zwqwCO7TEiuRAWOnrw==&mp=fOhzApotY5QnAtxxXvjAfA==","Sidodadi","Usaha Utama  : Produksi Kacang, Marning","Produk Utama : Kacang Goreng, Marning, Ceriping Pisang","Samben RT/RW  5/5/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GROBOGAN Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","6","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 214,00 Juta","Rp. 122,00 Juta","20 %/Tahun","Rp. 8,00 Juta","Rp. 178,00 Juta","7"
"1622317632-5133","https://www.bi.go.id/bisaid","Caping","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Ze4RxmjrnXrR6Uf5hM8KtA==&mp=2BbfzMJpZb2nANZ3GT30ng==","Caping","Usaha Utama  : Coping","Produk Utama : Coping","Jl Pendil Rt 01/04 Sidomulyo RT/RW  40544 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN KEBUMEN Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","6","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   60,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   40,00 %","Sedang","Rp. 79,00 Juta","Rp. 52,00 Juta","50 %/Tahun","Rp. 5,00 Juta","Rp. 70,00 Juta","3"
"1622316204-4686","https://www.bi.go.id/bisaid","UD Gajah Mulia","https://www.bi.go.id/bisaid/bisaid/Detail?pm=7vcJ1jBUcNcsapP+1XMoMQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","UD Gajah Mulia","Usaha Utama  : Pengolahan Aluminium","Produk Utama : Oven, Dandang, Loyang","Kesambi RT/RW  40757 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN SIDOARJO Provinsi JAWA TIMUR 

                                        Telp : - Fax : -","Usaha Dagang (UD)","8","Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 231,30 Juta","Rp. 520,00 Juta","5 %/Tahun","Rp. 0,00 Juta","Rp. 30,00 Juta","5"
"1622316207-4687","https://www.bi.go.id/bisaid","Industri Loyang","https://www.bi.go.id/bisaid/bisaid/Detail?pm=GddrS76Kb+HhMkBpZrZpGg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Industri Loyang","Usaha Utama  : Pembuatan Loyang","Produk Utama : Loyang Bolu, Loyang Kue Tar","Diponegoro RT/RW  40635 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN SIDOARJO Provinsi JAWA TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 51,50 Juta","Rp. 96,00 Juta","3 %/Tahun","Rp. 7,50 Juta","Rp. 0,00 Juta","3"
"1622315256-4391","https://www.bi.go.id/bisaid","Kue Pukis Rohyadi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=C9NRtFbH+5XP6vnmvdRPbw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Kue Pukis Rohyadi","Usaha Utama  : Pukis","Produk Utama : Pukis","Gambir RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANJUNG PINANG Provinsi KEPULAUAN RIAU 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Sedang","Rp. 0,00 Juta","Rp. 0,00 Juta","0 %/Tahun","Rp. 10,00 Juta","Rp. 10,00 Juta","5"
"1622316690-4842","https://www.bi.go.id/bisaid","Ivy Boneka","https://www.bi.go.id/bisaid/bisaid/Detail?pm=2Q2HnA1BtGuAYhX0Wlxq+g==&mp=LhrIHvxx5uWPOvZTrS6CKw==","","Usaha Utama  :","Produk Utama :","RT/RW   

                                        Kelurahan  Kecamatan  Kabupaten  Provinsi  

                                        Telp :  Fax :","","","","0,00 %","0,00 %","","Rp. 0,00 Juta","Rp. 0,00 Juta","%/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta",""
"1622317246-5014","https://www.bi.go.id/bisaid","Keramik Tunas MUDa","https://www.bi.go.id/bisaid/bisaid/Detail?pm=N869+EaHsfpRgE+5WqK1vw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Keramik Tunas MUDa","Usaha Utama  : Pembuatan Pot","Produk Utama : Pot Bunga","Patalassang RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GOWA Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -","Perorangan","7","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 13,02 Juta","Rp. 13,20 Juta","30 %/Tahun","Rp. 5,00 Juta","Rp. 40,00 Juta","3"
"1622314662-4202","https://www.bi.go.id/bisaid","Champernique","https://www.bi.go.id/bisaid/bisaid/Detail?pm=He5mRhE4K8EiK1LJQx37HQ==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Champernique","Usaha Utama  : Boneka Gantung","Produk Utama : Boneka Gantung","H. Iming RT/RW  40545 

                                        Kelurahan - Kecamatan - Kabupaten KOTA DEPOK Provinsi JAWA BARAT 

                                        Telp : - Fax : -","Perorangan","8","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 23,00 Juta","Rp. 124,00 Juta","40 %/Tahun","Rp. 8,00 Juta","Rp. 30,00 Juta","3"
"1622316615-4818","https://www.bi.go.id/bisaid","Pembuatan susu kedelai","https://www.bi.go.id/bisaid/bisaid/Detail?pm=WKigio/OjmnXefSQpBKu8g==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Pembuatan susu kedelai","Usaha Utama  : Pembuatan Susu Kedelai","Produk Utama : Susu Kedelai","Pendidikan 1 Dusun XII RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN DELI SERDANG Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 103,62 Juta","Rp. 48,00 Juta","17 %/Tahun","Rp. 4,00 Juta","Rp. 104,00 Juta","4"
"1622316475-4775","https://www.bi.go.id/bisaid","Ud. Sofiesh","https://www.bi.go.id/bisaid/bisaid/Detail?pm=LURb0qxvtPFsLp5khgduJQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Ud. Sofiesh","Usaha Utama  : Pembuatan Sepatu","Produk Utama : Sepatu","Karang Ingas  RT/RW  40609 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Usaha Dagang (UD)","8","Retail dan Distributor","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   25,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   75,00 %","Tinggi","Rp. 1.564,37 Juta","Rp. 1.100,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 636,00 Juta","8"
"1622315037-4327","https://www.bi.go.id/bisaid","Bakwan Malang Agung","https://www.bi.go.id/bisaid/bisaid/Detail?pm=zWG+PM4o+3fLR67Wz7kfJw==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Bakwan Malang Agung","Usaha Utama  : Bakwan Malang","Produk Utama : Bakwan Malang","H. Kado RT/RW  40638 

                                        Kelurahan - Kecamatan - Kabupaten KOTA DEPOK Provinsi JAWA BARAT 

                                        Telp : - Fax : -","Perorangan","15","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 422,00 Juta","Rp. 840,00 Juta","25 %/Tahun","Rp. 7,50 Juta","Rp. 367,00 Juta","5"
"1622317090-4967","https://www.bi.go.id/bisaid","Komariah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=uB8kSfnWO0Pt1RoqOB7rPg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Komariah","Usaha Utama  : Pembuatan Tempe","Produk Utama : Tempe","Bima RT/RW  40578 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PRABUMULIH Provinsi SUMATERA SELATAN 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 208,06 Juta","Rp. 120,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 10,00 Juta","5"
"1622315130-4358","https://www.bi.go.id/bisaid","Industri Tahu","https://www.bi.go.id/bisaid/bisaid/Detail?pm=E7R77R6NOhnKW8tsOBk5ZA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Industri Tahu","Usaha Utama  : Tahu","Produk Utama : Tahu","Balai Desa RT/RW  6/4/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PRINGSEWU Provinsi LAMPUNG 

                                        Telp : 81379321404 Fax : -","Perorangan","6","Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 146,00 Juta","Rp. 365,00 Juta","10 %/Tahun","Rp. 8,00 Juta","Rp. 100,00 Juta","5"
"1622315410-4440","https://www.bi.go.id/bisaid","PD SM","https://www.bi.go.id/bisaid/bisaid/Detail?pm=MwzQc2SMFH5A0uIKmTHZrw==&mp=Bjv3m4lcInn46OWc4jy6kQ==","PD SM","Usaha Utama  : Produksi Makaroni","Produk Utama : Makaroni","Raya Cigadong RT/RW  27/03 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN TASIKMALAYA Provinsi JAWA BARAT 

                                        Telp : 81394987300 Fax : -","Perorangan","8","Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   20,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %","Sedang","Rp. 990,00 Juta","Rp. 370,00 Juta","50 %/Tahun","Rp. 0,00 Juta","Rp. 785,00 Juta","9"
"1622314513-4150","https://www.bi.go.id/bisaid","Echa Lele","https://www.bi.go.id/bisaid/bisaid/Detail?pm=iAlhr0E36RPKs7/FOCTDDg==&mp=5JdvraNzQnzSzI+hC9alEQ==","Echa Lele","Usaha Utama  : Lele Bumbu","Produk Utama : Lele Bumbu","Sulawesi No. 14 RT/RW  57/ 

                                        Kelurahan KARANG REJO Kecamatan BALIKPAPAN TENGAH Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Sedang","Rp. 110,00 Juta","Rp. 115,00 Juta","- %/Tahun","Rp. 9,00 Juta","Rp. 10,00 Juta","2"
"1622314521-4153","https://www.bi.go.id/bisaid","Roffiq Bakery","https://www.bi.go.id/bisaid/bisaid/Detail?pm=jlxulTX2oy7YauLh2Kspag==&mp=5JdvraNzQnzSzI+hC9alEQ==","Roffiq Bakery","Usaha Utama  : Kue","Produk Utama : Kue Dan Rotti","Jln Lintas Sumatera RT/RW  00/00 

                                        Kelurahan GINDOSULI Kecamatan BUNGA MAS Kabupaten KABUPATEN BENGKULU SELATAN Provinsi BENGKULU 

                                        Telp : - Fax : -","Perorangan","3","Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %","Rendah","Rp. 123,50 Juta","Rp. 18,60 Juta","- %/Tahun","Rp. 8,00 Juta","Rp. 138,00 Juta","7"
"1622317051-4955","https://www.bi.go.id/bisaid","Suparman","https://www.bi.go.id/bisaid/bisaid/Detail?pm=BrSIMk6TJx1gKw655io/sg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Suparman","Usaha Utama  : Pembuatan Kerupuk","Produk Utama : Kerupuk","Purwodadi RT/RW  40547 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PRABUMULIH Provinsi SUMATERA SELATAN 

                                        Telp : - Fax : -","Perorangan","6","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 29,00 Juta","Rp. 360,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 7,00 Juta","4"
"1622316771-4867","https://www.bi.go.id/bisaid","Pempek Mang Unus","https://www.bi.go.id/bisaid/bisaid/Detail?pm=DN2YgS1CfJYomkXwp4apEQ==&mp=JHuIBacQ7Iz+a8xx8lclUA==","Pempek Mang Unus","Usaha Utama  :  Usaha Pempek","Produk Utama : Pempek","Martadinata RT/RW  13/06 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PALEMBANG Provinsi SUMATERA SELATAN 

                                        Telp : 0 Fax : -","Perorangan","3","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 166,65 Juta","Rp. 576,00 Juta","5 %/Tahun","Rp. 10,00 Juta","Rp. 530,00 Juta","6"
"1622315790-4556","https://www.bi.go.id/bisaid","Ani Jati","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Thj7dIjdCfC+RdA4iIk8VQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Ani Jati","Usaha Utama  : Pembuatan Kusen Pintu","Produk Utama : Pintu","Merbabu Km 1, Tegalrejo RT/RW  2/14/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BOYOLALI Provinsi JAWA TENGAH 

                                        Telp : 81393946099 Fax : -","Perorangan","2","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tinggi","Rp. 187.000.000,00 Juta","Rp. 75,00 Juta","20 %/Tahun","Rp. 8,00 Juta","Rp. 50,00 Juta","7"
"1622315913-4594","https://www.bi.go.id/bisaid","Tunas Karya","https://www.bi.go.id/bisaid/bisaid/Detail?pm=DPn78SA2MIDwI3Alg3yoFQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Tunas Karya","Usaha Utama  : Pembuatan Barang Kerajinan","Produk Utama : Karajinan dari Bambu","Kebo Iwa Bona RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GIANYAR Provinsi BALI 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tinggi","Rp. 84,79 Juta","Rp. 69,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 0,00 Juta","4"
"1622317270-5021","https://www.bi.go.id/bisaid","Usaha Gorong-Gorong Dg.Sami","https://www.bi.go.id/bisaid/bisaid/Detail?pm=MD6OMj8NNYEJSRu9WEajag==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Usaha Gorong-Gorong Dg.Sami","Usaha Utama  : Pembuatan Gorong-Gorong","Produk Utama : Gorong-Gorong","Kacong Dg.Lalang RT/RW  40635 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GOWA Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -","Perorangan","8","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 336,00 Juta","Rp. 117,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 320,00 Juta","5"
"1622316502-4783","https://www.bi.go.id/bisaid","Doni","https://www.bi.go.id/bisaid/bisaid/Detail?pm=bqFNDqATC+9yotxJtUuBqg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Doni","Usaha Utama  : Pembuatan Snack Dan Roti Tart","Produk Utama : Snack Dan Roti Tart","Padi Xv / C 911 RT/RW  40757 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Sedang","Rp. 154,50 Juta","Rp. 15,20 Juta","50 %/Tahun","Rp. 5,00 Juta","Rp. 157,00 Juta","6"
"1622315011-4319","https://www.bi.go.id/bisaid","Kalua Jeruk","https://www.bi.go.id/bisaid/bisaid/Detail?pm=v+9xSTRZPyoMRzLtFHItjQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Kalua Jeruk","Usaha Utama  : Pembuatan Kalua Jeruk","Produk Utama : Kalua Jeruk","Kp. Warung RT/RW  40608 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANDUNG Provinsi JAWA BARAT 

                                        Telp : - Fax : -","Perorangan","8","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 354,50 Juta","Rp. 72,00 Juta","83 %/Tahun","Rp. 10,00 Juta","Rp. 622,00 Juta","8"
"1622314985-4310","https://www.bi.go.id/bisaid","MEUBEL GARUDA","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Qns8zpOOYLPbY8x39nH5RA==&mp=Bjv3m4lcInn46OWc4jy6kQ==","MEUBEL GARUDA","Usaha Utama  : MEUBEL","Produk Utama : PINTU, JENDELA","MALIJO RT/RW  21/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN KOTAWARINGIN BARAT Provinsi KALIMANTAN TENGAH 

                                        Telp : - Fax : -","Usaha Dagang (UD)","5","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   0,00 %","Sedang","Rp. 260,00 Juta","Rp. 380,00 Juta","15 %/Tahun","Rp. 10,00 Juta","Rp. 180,00 Juta","5"
"1622316076-4646","https://www.bi.go.id/bisaid","Usaha Kue Frederika","https://www.bi.go.id/bisaid/bisaid/Detail?pm=IIE8ELosGdx3NkndtItEBg==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Usaha Kue Frederika","Usaha Utama  : Industri Pengolahan","Produk Utama : Kue Basah","Tabea Jou RT/RW  1/4/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA AMBON Provinsi MALUKU 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 9,50 Juta","Rp. 30,60 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 0,00 Juta","3"
"1622317074-4962","https://www.bi.go.id/bisaid","Dandang Royana","https://www.bi.go.id/bisaid/bisaid/Detail?pm=3zOc62iXesZoszXEKQ6S1A==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Dandang Royana","Usaha Utama  : Pembuatan Dandang","Produk Utama : Dandang","Bukit Lebar I RT/RW  40545 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PRABUMULIH Provinsi SUMATERA SELATAN 

                                        Telp : - Fax : -","Perorangan","1","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 4,75 Juta","Rp. 26,00 Juta","30 %/Tahun","Rp. 5,00 Juta","Rp. 10,00 Juta","6"
"1622315694-4525","https://www.bi.go.id/bisaid","Isnaniah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=LXY7TkPeaQ714zxLbVsvHg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Isnaniah","Usaha Utama  : Pembuatan Makanan / Catering","Produk Utama : Makanan / Catering","A. Yani km 8 komp.Palapan Permai RT/RW  15/04 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJAR Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","3","Retail","Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Rendah","Rp. 17,80 Juta","Rp. 0,00 Juta","10 %/Tahun","Rp. 0,50 Juta","Rp. 7,00 Juta","4"
"1622316935-4919","https://www.bi.go.id/bisaid","USAHA PERCETAKAN CINCIN SUMUR","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Vq+z16Hacv4I+1BkhC265w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","USAHA PERCETAKAN CINCIN SUMUR","Usaha Utama  : PERCETAKAN CINCIN SUMUR","Produk Utama : CINCIN SUMUR","BANDA ACEH MEDAN RT/RW  0/0 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN ACEH TIMUR Provinsi ACEH 

                                        Telp : 85361136185 Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tinggi","Rp. 25,00 Juta","Rp. 144,00 Juta","5 %/Tahun","Rp. 10,00 Juta","Rp. 125,00 Juta","6"
"1622314737-4227","https://www.bi.go.id/bisaid","Sumarlan Handycraft","https://www.bi.go.id/bisaid/bisaid/Detail?pm=zN6P9bYNQi3A9v4RUhm8Qg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Sumarlan Handycraft","Usaha Utama  : Pembuatan Accesories, Gelang Kulit","Produk Utama : Accesories, Gelang Kulit","Warungboto UH 4/1017 A RT/RW  38/09 

                                        Kelurahan - Kecamatan - Kabupaten KOTA YOGYAKARTA Provinsi DI YOGYAKARTA 

                                        Telp : - Fax : -","Perorangan","35","Retail dan Distributor","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 119,50 Juta","Rp. 114,00 Juta","30 %/Tahun","Rp. 7,00 Juta","Rp. 67,00 Juta","5"
"1622314598-4179","https://www.bi.go.id/bisaid","Cahya Fajar Penjahit","https://www.bi.go.id/bisaid/bisaid/Detail?pm=x7de4sL5mCq4H/jnJYJ+uA==&mp=xI6rAeQkygTAn3Z625IGLg==","Cahya Fajar Penjahit","Usaha Utama  : Penjahit","Produk Utama : Pakaian Jadi","Gn Empat No 10 RT/RW  44/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 13,00 Juta","Rp. 40,00 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 2,00 Juta","2"
