URL,Nama,Kategori,Usaha Utama,Produk Utama,Provinsi,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset (Juta),Penjualan Rata-Rata (Juta/Tahun),Proyeksi Pertumbuhan Penjualan (%/Tahun),Kebutuhan Pembiayaan Kredit (Juta),Nilai Aset Jaminan Kredit (Juta),Jumlah Dokumen Persyaratan Kredit
https://www.bi.go.id/bisaid/bisaid/Detail?pm=mnM47h3eagMtfohl+grmRQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Toko Wasiat,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang Kelontong,Bahan-Bahan Kebutuhan Pokok,Jawa timur,"Brigjen Katamso No 103 RT/RW  40635 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN SIDOARJO Provinsi JAWA TIMUR 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,194.50,48.00,20,10.00,174.00,6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=UfSibD5K2lfwoNBGXhelYg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Kios & Depot Isi Ulang Ariq,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Sembako & Air Galon,Sembako & Air Galon,Papua barat,"Klasaman  RT/RW  1/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SORONG Provinsi PAPUA BARAT 

                                        Telp : 82198468215 Fax : -",Perorangan,3.0,Retail,"Tidak Ada   0,00 %","Tidak Ada   0,00 %",Sedang,424.00,502.00,30,0.00,361.00,7
https://www.bi.go.id/bisaid/bisaid/Detail?pm=KJTqX9uSs4cfYi46x4cweg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Toko Afifa,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang Kelontong,"Makanan, Minuman Ringan, Gas Dan Rokok",Lampung,"Imam Bonjol No. 427/ 4 RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANDAR LAMPUNG Provinsi LAMPUNG 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,81.00,348.00,30,0.00,508.00,7
https://www.bi.go.id/bisaid/bisaid/Detail?pm=NMmB93xILN4DPjqB9w5ZUA==&mp=xI6rAeQkygTAn3Z625IGLg==,Jual Beli Batu Cincin,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Jual Batu Cincin,Batu Cincin,Bali,"Jl Pramuka RT/RW  30/08 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %",Sedang,23.75,360.00,0,5.00,5.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=IXBsm1Ou6yFIPODkUfa8nQ==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Baju Maimanah,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Menjual Baju,Jual Aneka Jenis Baju Pria Dan Wanita,Sumatera selatan,"Kopral Paiman Lr. Budiman RT/RW  8/6/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PALEMBANG Provinsi SUMATERA SELATAN 

                                        Telp : 0 Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   20,00 %",Sedang,158.25,240.00,50,4.50,8.00,8
https://www.bi.go.id/bisaid/bisaid/Detail?pm=UXsUQlJoTXX9bllSZuqOTw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Martin Cell,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang,Pulsa,Jawa timur,"Pasar Gadingrejo RT/RW  1/8/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PRINGSEWU Provinsi JAWA TIMUR 

                                        Telp : 85279322264 Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,15.00,84.00,10,4.00,8.00,2
https://www.bi.go.id/bisaid/bisaid/Detail?pm=n8qxsduI8wHZ5R18k5mCdg==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Cris Jaya Oil,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,"Tambal Dan Oil, Sparepart Motor","Tambal,oil Dan Sparepart",Banten,"Cendrawasih No 33 RT/RW  40544 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANGERANG Provinsi BANTEN 

                                        Telp : 81388176144 Fax : -",Perorangan,1.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,61.00,162.00,25,0.00,9.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=Av0A8xjuPvhSwZid9h9dfw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Toko Raka,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang Sembako,Sembako,Sumatera selatan,"Kol. Dani Effendi No.170 RT/RW  40881 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PRABUMULIH Provinsi SUMATERA SELATAN 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,75.00,720.00,30,0.00,500.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=LQKA2rVHNaIYXvyidH5Wvg==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Kios Jajanan Dan Snack,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang Snack,Snack Dan Jajanan Pasar,Lampung,"Pasar Way Jepara RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG TIMUR Provinsi LAMPUNG 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,30.50,84.00,10,10.00,110.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=Nkco19KvDmUS5ZXdOAa8vQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Lita Ayam Potong,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Ayam Potong,Daging,Bengkulu,"Simpang Tiga RT/RW  00/00 

                                        Kelurahan SIMPANG TIGA Kecamatan KAUR UTARA Kabupaten KABUPATEN KAUR Provinsi BENGKULU 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,214.00,36.00,0,8.00,185.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=BASTiRwp5++WDlFiWmDjKg==&mp=JHuIBacQ7Iz+a8xx8lclUA==,AQUAROSE,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,DEPOT AIR,AIR MINERAL,Sulawesi utara,"MENEMBO NEMBO ATAS RT/RW  6/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BITUNG Provinsi SULAWESI UTARA 

                                        Telp : (0438) 3838545 Fax : -",Perorangan,5.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,73.50,144.00,20,10.00,62.00,1
https://www.bi.go.id/bisaid/bisaid/Detail?pm=Pd+aaAsPN776Zr0zcsQyJg==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Kios Dagang Pakaian (sutinah),Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang Pakaian,Pakaian,Lampung,"Pasar Way Jepara RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG TIMUR Provinsi LAMPUNG 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,87.00,156.00,20,10.00,110.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=9r38U5orbIbwz8L+Dt250w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Alfa Jaya,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang Bambu,"Bambu, Sesek, Kera Keranjang Dll",Jawa timur,"Letjen Soetoyo 36 RT/RW  40576 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN SIDOARJO Provinsi JAWA TIMUR 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,6.50,36.00,10,5.00,0.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=+0Jzm0CvSnaWtby8IqRjyQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Rumpun Lontar,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang Barang Kerajinan,Kerajinan Lontar,Bali,"Raya Bona Kelod-Blahbatuh RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GIANYAR Provinsi BALI 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Tidak Ada   0,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   100,00 %",Sedang,254.00,72.00,10,5.00,0.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=gZZgFcupxQvu8xFCEwr7Ww==&mp=fOhzApotY5QnAtxxXvjAfA==,Bengkel Mas No,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Bengkel Mobil,"Servis Dinamo Mobil, Kabel, Body",Lampung,"Soekarno Hatta RT/RW  9/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG SELATAN Provinsi LAMPUNG 

                                        Telp : 85384206125 Fax : -",Perorangan,1.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   40,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   60,00 %",Rendah,46.50,32.00,10,5.00,55.00,7
https://www.bi.go.id/bisaid/bisaid/Detail?pm=QM8OeUZHeVJ1Y0s0UgL4Sg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Toko Purwanto,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang Sembako,Sembako,Lampung,"Margodadi RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PRINGSEWU Provinsi LAMPUNG 

                                        Telp : 81369685077 Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,260.20,345.00,10,10.00,60.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=sVHLSr8/tJo4GISxjb7Cog==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Dagang buah ibu desak,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang Buah-Buahan,Buah-Buahan,Bali,"Raya Pemogan, Pasar Windu Boga RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA DENPASAR Provinsi BALI 

                                        Telp : - Fax : -",Perorangan,1.0,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,46.46,1692.00,5,10.00,50.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=T0J2zMvQL1fWy65Ma8IAsg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,KIOS BENSIN SRI,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Kios Bensin,-,Jawa timur,"Kartini RT/RW  1/9/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA CILEGON Provinsi JAWA TIMUR 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Sedang,2.50,540.00,10,5.00,12.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=pI+cS+ldrcM0cpbr4eCtnw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Azka Cell Dan Fotocopy,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Jasa,Jasa Fotokopi,Jawa timur,"Jl. Raya Gadingrejo RT/RW  1/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PRINGSEWU Provinsi JAWA TIMUR 

                                        Telp : 81370353751 Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,135.30,108.00,15,10.00,50.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=SDHFj2x+z9tV8EkMwhPM4g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Toko Aneka Bumbu,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang bumbu masakan,"bumbu rendang, bumbu ayam goreng",Dki jakarta,"pegambiran (PS Rawamangun) RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -",Perorangan,1.0,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,22.50,132.00,10,0.00,34.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=CwM4mltotSjQaQxTLyaOpg==&mp=fOhzApotY5QnAtxxXvjAfA==,Masker Pak Gunawan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Masker,Masker,Kalimantan timur,"Suprapto No.35 RT/RW  6/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,10.90,108.00,10,10.00,8.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=lbo2+2EwisP88bRT5WEY4Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Warung Manisan,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang,Makanan,Lampung,"Tugu Mulyo RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG BARAT Provinsi LAMPUNG 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,9.50,24.00,10,5.00,147.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=uBusjZXh81Lp9cZVg1L+Fg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Dagang Buah Made Suadi,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang Perlengkapan Sembahyang,Dupa,Bali,"Raya Pemogan, Pasar Windhu Bhoga RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA DENPASAR Provinsi BALI 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,10.00,102.00,5,10.00,8.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=VOeai3NVyeV+BOidymanDQ==&mp=5JdvraNzQnzSzI+hC9alEQ==,Dua Putra,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Telur,Telur,Bali,"Indrakila RT/RW  / 

                                        Kelurahan GUNUNG SAMARINDA Kecamatan BALIKPAPAN UTARA Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,30.50,180.00,0,5.00,350.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=4yWwOEgWLGk1FX2vvszSjA==&mp=2BbfzMJpZb2nANZ3GT30ng==,Toko Nisa,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Counter dan Gerabatan,Sembako dan Pulsa,Lampung,"Jalan Alamsyah RPN No.54 RT/RW  40544 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG UTARA Provinsi LAMPUNG 

                                        Telp : 81933566670 Fax : -",Perorangan,2.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,211.90,144.00,15,10.00,120.00,6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=WU5FJ2pDEsXrbLTMLMsDiA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Toko Klontong Siti,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Toko Klontong,"Gas, Makanan Ringan, Minuman Dingin",Dki jakarta,"Cipinang Pulo Maja RT/RW  9/11/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,182.50,305.76,20,10.00,160.00,6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=POCusDCcl7on5wqWsQ/Myg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Warung Sulastri,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang Makanan dan Minuman,Makanan dan Minuman,Bali,"Waturenggong, Pasar Sanglah RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA DENPASAR Provinsi BALI 

                                        Telp : - Fax : -",Perorangan,4.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,9.00,214.50,5,10.00,14.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=+3rCJKx61/O/cKZpL12ytA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Aneka Rotan Nanang,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Kerajinan Rotan,Kerajinan Rotan,Lampung,"AH. Nasution 21A RT/RW  / 

                                        Kelurahan - Kecamatan - Kabupaten KOTA METRO Provinsi LAMPUNG 

                                        Telp : - Fax : -",Perorangan,0.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,13.50,10.80,15,4.00,40.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=ggsC/EYg+SUkSVgZ9FZYfA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,SBC Motor,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang pelumas dan jasa bengkel cuci mobil,Servis Motor,Banten,"Raya Pondok Aren RT/RW  40664 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANGERANG Provinsi BANTEN 

                                        Telp : - Fax : -",Perorangan,6.0,Retail,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Sedang,11.35,181.90,30,10.00,150.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=fMwaLaeINBHqcfXGPbxQSQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Basnah,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang Baju,Baju,Kalimantan selatan,"Brogjen Katamso RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANJARMASIN Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,16.00,181.00,50,10.00,59.00,5
https://www.bi.go.id/bisaid/bisaid/Detail?pm=s1gx7slYZUFHlFgwvYuvZA==&mp=fOhzApotY5QnAtxxXvjAfA==,Santi Cell & Helm,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Celuller,"Voucer Pulsa, Dan Paket Data",Lampung,"Soekarno Hatta RT/RW  2/1/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG SELATAN Provinsi LAMPUNG 

                                        Telp : 85282285682 Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,79.40,48.00,10,10.00,103.00,6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=05QCS8NfFxcSiT5NebKx6A==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Warung Kelontong,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang Makanan Dan Minuman,Makanan Dan Minuman,Lampung,"Batu Srampak RT/RW  2/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANDAR LAMPUNG Provinsi LAMPUNG 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,34.00,42.00,5,5.00,245.00,6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=GXIOYkoftjyzaeB8Hdch8g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Sanggar Tamaraya,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang Tanaman Hias,Anthurium & Jenis Tanaman Outdoor,Dki jakarta,"Raya Kalimalang No1 ( depan Univ Borobudur) RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA JAKARTA TIMUR Provinsi DKI JAKARTA 

                                        Telp : - Fax : -",Perorangan,13.0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,820.00,47.50,30,0.00,400.00,6
https://www.bi.go.id/bisaid/bisaid/Detail?pm=pEiEscvwjjI/olz2Si+HiQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Bengkel Mustafa,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Bengkel,Bengkel,Sulawesi tengah,"Tinangkung RT/RW  6/1/2000 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANGGAI KEPULAUAN Provinsi SULAWESI TENGAH 

                                        Telp : 0 Fax : -",Perorangan,1.0,Retail,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Sedang,0.00,0.00,0,5.00,50.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=+e7xop3cpbMsd49z0XV41A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Virani Artshop,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang Patung,Patung Kayu,Bali,"Br. Gentong-Tegallalang RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GIANYAR Provinsi BALI 

                                        Telp : - Fax : -",Perorangan,2.0,Retail dan Distributor,"Tidak Ada   0,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   100,00 %",Tinggi,22.00,170.00,10,5.00,0.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=02YRp7/fqS6Dz3tCy0rqHw==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Toko Mbak War,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang Retail,Kebutuhan Sehari-hari,Lampung,"Soekarno-Hatta RT/RW  20/09 

                                        Kelurahan - Kecamatan - Kabupaten KOTA METRO Provinsi LAMPUNG 

                                        Telp : - Fax : -",Perorangan,0.0,Retail,"Tidak Ada   100,00 %","Tidak Ada   0,00 %",Sedang,107.50,42.00,10,10.00,110.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=rrgZOIbKb3qrolSd09QW8w==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Warung Muslimah,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Warung,Barang-barang Konsumsi,Lampung,"R. Suprapto No. 49 RT/RW  8/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KOTA METRO Provinsi LAMPUNG 

                                        Telp : - Fax : -",Perorangan,1.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   10,00 %",Tinggi,145.00,48.00,20,7.50,125.00,3
https://www.bi.go.id/bisaid/bisaid/Detail?pm=1tjXHUU5r/mg+DIJrfwYpw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Aftar Aquarium,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang Ikan Hias,Ikan Hias,Sulawesi selatan,"Jl. Anggrek Raya No. 27 Pasar Hobi  RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA MAKASSAR Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -",Perorangan,2.0,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,34.34,108.00,10,10.00,100.00,4
https://www.bi.go.id/bisaid/bisaid/Detail?pm=rmFNPk+niD4D3FYz05Az8A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Febry Shop,Perdagangan Besar Dan Eceran Reparasi Dan Perawatan Mobil Dan Sepeda Motor,Dagang Kap Lampu,Kap Lampu Benang,Bali,"Raya Gentong-Tegallalang RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GIANYAR Provinsi BALI 

                                        Telp : - Fax : -",Perorangan,2.0,Retail dan Distributor,"Tidak Ada   0,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   100,00 %",Sedang,12.00,190.00,10,10.00,13.00,4
